@@,itemlabel,item,startdate,enddate
->,"Кравченко, Валерий Николаевич (депутат)->Кравченко, Валерий Николаевич",Q91164185,2011-12-21,2016-10-05
->,"Кузьмичёва Екатерина Ивановна->Кузьмичёва, Екатерина Ивановна",Q4245509,2011-12-21,2016-10-05
->,"Лариса Кужугетовна Шойгу->Шойгу, Лариса Кужугетовна",Q4525925,2011-12-21,2016-10-05
->,"Леонид Иванович Калашников->Калашников, Леонид Иванович",Q4209162,2011-12-04,2016-10-05
->,"Леонид Леонидович Левин->Левин, Леонид Леонидович",Q19588470,2011-12-15,2016-10-05
->,"Людмила Ивановна Швецова->Швецова, Людмила Ивановна",Q4521801,2011-12-21,2016-10-05
->,"Магомед Тажудинович Гаджиев->Гаджиев, Магомед Тажудинович",Q28497328,2011-12-21,2016-10-05
->,"Магомедкади Набиевич Гасанов->Гасанов, Магомедкади Набиевич",Q28497346,2011-12-21,2016-10-05
->,"Макаров, Николай Иванович (политик)->Макаров, Николай Иванович",Q91170598,2011-12-21,2016-10-05
---,"Макиев, Зураб Гайозович",Q42296283,2011-12-21,2016-10-05
->,"Максим Андреевич Шингаркин->Шингаркин, Максим Андреевич",Q4524043,2011-12-04,2016-10-05
->,"Марат Мубинович Сафин->Сафин, Марат Мубинович",Q133318,2011-12-21,2016-10-05
->,"Мария Кожевникова->Кожевникова, Мария Александровна",Q3148435,2011-12-04->2011-12-21,2016-10-05
->,"Мария Петровна Максакова-Игенбергс->Максакова-Игенбергс, Мария Петровна",Q4276043,2011-12-21,2016-10-05
->,"Махарбек Хазбиевич Хадарцев->Хадарцев, Махарбек Хазбиевич",Q1393551,2011->2011-12-21,2016->2016-10-05
->,"Михаил Борисович Терентьев->Терентьев, Михаил Борисович",Q4455642,2011-12-21,2016-10-05
->,"Михаил Васильевич Брячак->Брячак, Михаил Васильевич",Q28496581,2011-12-15,2016-10-05
->,"Михаил Владимирович Дегтярёв->Дегтярёв, Михаил Владимирович",Q4156642,2011-12-04,2016-10-05
->,"Михаил Евгеньевич Старшинов->Старшинов, Михаил Евгеньевич",Q56115055,2011-12-21,2016-10-05
->,"Михаил Ефимович Николаев->Николаев, Михаил Ефимович",Q2390534,2011-12-21,2016-10-05
->,"Михаил Иванович Сердюк->Сердюк, Михаил Иванович",Q21534899,2011-12-15,2016-10-05
->,"Мурад Станиславович Гаджиев->Гаджиев, Мурад Станиславович",Q28497329,2011-12-21,2016-10-05
->,"Надежда Васильевна Герасимова->Герасимова, Надежда Васильевна",Q18543373,2011-12-21,2016-10-05
->,"Николай Васильевич Коломейцев->Коломейцев, Николай Васильевич",Q4228319,2011-12-04,2016-10-05
->,"Николай Васильевич Панков->Панков, Николай Васильевич",Q19818053,2011-12-21,2016-10-05
---,Николай Викторович Любимов,Q19910548,2016-09-18,2017-02-17
->,"Николай Владимирович Левичев->Левичев, Николай Владимирович",Q2029643,2011-12-15,2016-10-05
->,"Николай Иванов->Иванов, Николай Николаевич",Q4196259,2011-12-04,2016-10-05
->,"Николай Михайлович Харитонов->Харитонов, Николай Михайлович",Q2995350,2011-12-04,2016-10-05
->,"Николай Николаевич Езерский->Езерский, Николай Николаевич",Q4174205,2011-12-04,2016-10-05
->,"Николай Сергеевич Валуев->Валуев, Николай Сергеевич",Q508929,2011-12-21,2016-10-05
->,"Оксана Генриховна Дмитриева->Дмитриева, Оксана Генриховна",Q4162799,2011-12-15,2016-10-05
->,"Олег Алексеевич Колесников->Колесников, Олег Алексеевич",Q27136229,2011-12-21,2016-10-05
---,Олег Алексеевич Николаев,Q62841889,2016-09-18,2020-01-29
->,"Олег Анатольевич Нилов->Нилов, Олег Анатольевич",Q4321346,2011-12-15,2016-10-05
->,"Олег Викторович Морозов->Морозов, Олег Викторович",Q4302998,2011-12-21,2016-10-05
->,"Олег Владимирович Лебедев->Лебедев, Олег Владимирович",Q65054900,2011-12-21,2016-10-05
->,"Олег Владимирович Пахолков->Пахолков, Олег Владимирович",Q15079217,2011-12-15,2016-10-05
->,"Олег Иванович Денисенко->Денисенко, Олег Иванович",Q4157919,2011-12-04,2016-10-05
->,"Ольга Николаевна Епифанова->Епифанова, Ольга Николаевна",Q19615418,2011-12-15,2016-10-05
->,"Ольга Юрьевна Баталина->Баталина, Ольга Юрьевна",Q4079281,2011-12-21,2016-10-05
->,"Павел Владимирович Крашенинников->Крашенинников, Павел Владимирович",Q4239942,2011-12-21,2016-10-05
->,"Пушков, Алексей Константинович",Q4384817,2011-12-04->2011-12-21,2016-09-18->2016-10-05
->,"Пётр Иванович Пимашков->Пимашков, Пётр Иванович",Q4362893,2011-12-21,2016-10-05
->,"Раиса Васильевна Кармазина->Кармазина, Раиса Васильевна",Q55105949,2011-12-21,2016-10-05
->,"Рамазан Гаджимурадович Абдулатипов->Абдулатипов, Рамазан Гаджимурадович",Q3813416,2011-12-21,2016-10-05
->,"Рима Акбердиновна Баталова->Баталова, Рима Акбердиновна",Q4079299,2011-12-21,2016-10-05
->,"Роберт Александрович Шлегель->Шлегель, Роберт Александрович",Q4525391,2011-12-21,2016-10-05
->,"Ростислав Эрнстович Гольдштейн->Гольдштейн, Ростислав Эрнстович",Q4142768,2011-12-21,2016-10-05
->,"Руденко Андрей Викторович->Руденко, Андрей Викторович",Q55104693,2011-12-15,2016-10-05
->,"Салия Мурзабаева->Мурзабаева, Салия Шарифьяновна",Q20605035,2011-12-21,2016-10-05
->,"Светлана Викторовна Максимова->Максимова, Светлана Викторовна",Q24642452,2011-12-21,2016-10-05
->,"Светлана Евгеньевна Савицкая->Савицкая, Светлана Евгеньевна",Q152318,1996->2011-12-04,NULL->2016-10-05
->,"Свинцов, Андрей Николаевич",Q43427636,2011-12-21->2011-12-04,2016-10-05
->,"Сергей Александрович Доронин->Доронин, Сергей Александрович",Q21096796,2011-12-15,2016-10-05
->,"Сергей Анатольевич Гаврилов->Гаврилов, Сергей Анатольевич",Q4131198,2011-12-04,2016-10-05
->,"Сергей Анатольевич Петров->Петров, Сергей Анатольевич",Q4360860,2011-12-21->2011-12-15,2016-10-05
->,"Сергей Викторович Чижов->Чижов, Сергей Викторович",Q26255449,2011-12-21,2016-10-05
->,"Сергей Георгиевич Левченко->Левченко, Сергей Георгиевич",Q4256802,2011-12-04,2016-10-05
->,"Сергей Евгеньевич Вайнштейн->Вайнштейн, Сергей Евгеньевич",Q28496978,2011-12-04,2016-10-05
->,"Сергей Евгеньевич Нарышкин->Нарышкин, Сергей Евгеньевич",Q983654,2011-12-21,2016-10-05
->,"Сергей Иванович Неверов->Неверов, Сергей Иванович",Q4315683,2011-12-21,2016-10-05
->,"Сергей Иванович Фургал->Фургал, Сергей Иванович",Q26776800,2007-12-24->2011-12-04,2018-09-26->2016-10-05
->,"Сергей Михайлович Миронов->Миронов, Сергей Михайлович",Q368947,2011-12-15,2016-10-05
->,"Сергей Никанорович Сироткин->Сироткин, Сергей Никанорович",Q7454103,2011-12-04,2016-10-05
->,"Сергей Николаевич Решульский->Решульский, Сергей Николаевич",Q4394133,2011-12-04,2016-10-05
->,"Сергей Павлович Обухов->Обухов, Сергей Павлович",Q4330068,2011-12-04,2016-10-05
---,"Скруг, Валерий Степанович",Q60836532,2016-09-18,2021-10-12
->,"Станислав Сергеевич Говорухин->Говорухин, Станислав Сергеевич",Q1377159,1994-01-11->2011-12-21,2018-06-14->2016-10-05
->,"Тамара Васильевна Плетнёва->Плетнёва, Тамара Васильевна",Q4364915,2011-12-04,2016-10-05
->,"Тамара Гавриловна Кузьминых->Кузьминых, Тамара Гавриловна",Q65031638,2011-12-21,2016-10-05
->,"Терентьев Александр Васильевич->Терентьев, Александр Васильевич",Q85013136,2011-12-15,2016-10-05
->,"Тимур Валентинович Прокопенко->Прокопенко, Тимур Валентинович",Q19750834,2011-12-21,2016-10-05
->,"Умахан Магомедгаджиевич Умаханов->Умаханов, Умахан Магомедгаджиевич",Q30345177,2011-12-21,2016-10-05
->,"Фатих Саубанович Сибагатуллин->Сибагатуллин, Фатих Саубанович",Q50932640,2011-12-21,2016-10-05
->,"Федот Семёнович Тумусов->Тумусов, Федот Семёнович",Q18278938,2016-09-18->2011-12-15,NULL->2016-10-05
->,"Федяев Павел Михайлович->Федяев, Павел Михайлович",Q19818067,2011-12-21,2016-10-05
->,"Чиркова Ирина Александровна->Чиркова, Ирина Александровна",Q19818040,2011-12-04,2016-10-05
->,"Эльмира Гусейновна Глубоковская->Глубоковская, Эльмира Гусейновна",Q28497365,2011-12-21,2016-10-05
->,"Юрий Васильев->Васильев, Юрий Викторович",Q19861744,2011-12-21,2016-10-05
->,"Юрий Николаевич Волков->Волков, Юрий Николаевич",Q4123361,2011-12-21,2016-10-05
->,"Юрий Петров->Петров, Юрий Александрович",Q4360873,2011-12-21,2016-10-05
->,"Юрий Петрович Синельщиков->Синельщиков, Юрий Петрович",Q21149199,2011-12-04,2016-10-05
->,"Ян Викторович Зелинский->Зелинский, Ян Викторович",Q15067001,2011-12-04,2016-10-05
